product_id,product_name,category,sub_category,brand,cost_price,selling_price,supplier,reorder_level
P0278,GlowCare Smart Watch 278,Electronics,Smart Watch,FitPro,17756,35670.62,Supplier 47,100
P0279,StepUp Jackets 279,Fashion,Jackets,StepUp,6874,10752.82,Supplier 10,58
P0280,UrbanWear Makeup 280,Beauty,Makeup,DailyStyle,10741,22128.46,Supplier 14,72
P0281,FitPro Laptop 281,Electronics,Laptop,StepUp,5562,8100.76,Supplier 26,50
P0282,TechNova Shirts 282,Fashion,Shirts,GlowCare,6588,8088.12,Supplier 32,91
P0283,TechNova Makeup 283,Beauty,Makeup,StepUp,1512,2119.81,Supplier 2,53
P0284,UrbanWear Smart Watch 284,Electronics,Smart Watch,DailyStyle,18345,25242.45,Supplier 32,22
P0285,UrbanWear Shirts 285,Fashion,Shirts,GlowCare,10586,19071.73,Supplier 24,31
P0286,FitPro Perfume 286,Beauty,Perfume,DailyStyle,4905,7043.78,Supplier 33,35
P0287,FitPro Fitness Band 287,Sports,Fitness Band,TechNova,19319,41529.56,Supplier 32,31
P0288,TechNova Sports Shoes 288,Footwear,Sports Shoes,TechNova,4306,8496.56,Supplier 38,69
P0289,StepUp Sandals 289,Footwear,Sandals,StepUp,7443,10005.46,Supplier 18,76
P0290,FitPro Makeup 290,Beauty,Makeup,TechNova,19616,24636.23,Supplier 45,34
P0291,StepUp Smart Watch 291,Electronics,Smart Watch,TechNova,14186,23759.48,Supplier 10,66
P0292,UrbanWear Perfume 292,Beauty,Perfume,DailyStyle,12350,24963.86,Supplier 39,24
P0293,GlowCare Jackets 293,Fashion,Jackets,TechNova,8153,11846.17,Supplier 41,66
P0294,GlowCare Jackets 294,Fashion,Jackets,UrbanWear,8045,16553.77,Supplier 26,52
P0295,StepUp Mobile 295,Electronics,Mobile,GlowCare,8015,12001.84,Supplier 41,60
P0296,GlowCare Skincare 296,Beauty,Skincare,GlowCare,9279,19174.54,Supplier 48,72
P0297,UrbanWear Smart Watch 297,Electronics,Smart Watch,StepUp,14140,29365.4,Supplier 45,53
P0298,DailyStyle Gym Equipment 298,Sports,Gym Equipment,FitPro,11829,19173.28,Supplier 48,61
P0299,DailyStyle Perfume 299,Beauty,Perfume,DailyStyle,1196,2346.52,Supplier 12,100
P0300,StepUp Perfume 300,Beauty,Perfume,DailyStyle,4759,5725.44,Supplier 20,60
P0301,FitPro Gym Equipment 301,Sports,Gym Equipment,DailyStyle,3931,5337.6,Supplier 50,36
P0302,TechNova Fitness Band 302,Sports,Fitness Band,GlowCare,13745,27388.87,Supplier 31,37
P0303,TechNova Mobile 303,Electronics,Mobile,StepUp,19732,39992.2,Supplier 6,73
P0304,FitPro Mobile 304,Electronics,Mobile,StepUp,13194,27395.89,Supplier 2,22
P0305,GlowCare Fitness Band 305,Sports,Fitness Band,StepUp,7794,16420.75,Supplier 17,41
P0306,StepUp Jeans 306,Fashion,Jeans,UrbanWear,14354,25842.84,Supplier 24,41
P0307,GlowCare Gym Equipment 307,Sports,Gym Equipment,GlowCare,762,1461.96,Supplier 44,83
P0308,TechNova Shirts 308,Fashion,Shirts,TechNova,6956,9672.63,Supplier 48,83
P0309,FitPro Skincare 309,Beauty,Skincare,StepUp,14433,29679.12,Supplier 19,44
P0310,UrbanWear Skincare 310,Beauty,Skincare,TechNova,13686,27268.86,Supplier 17,50
P0311,DailyStyle Yoga Mat 311,Sports,Yoga Mat,DailyStyle,8436,13241.46,Supplier 30,30
P0312,DailyStyle Jeans 312,Fashion,Jeans,GlowCare,4664,9661.21,Supplier 44,47
P0313,TechNova Perfume 313,Beauty,Perfume,UrbanWear,14170,27434.6,Supplier 7,91
P0314,GlowCare Shirts 314,Fashion,Shirts,TechNova,11207,23882.84,Supplier 39,96
P0315,GlowCare Shirts 315,Fashion,Shirts,TechNova,8611,14677.81,Supplier 26,67
P0316,TechNova Sports Shoes 316,Footwear,Sports Shoes,StepUp,1647,2932.46,Supplier 33,83
P0317,DailyStyle Laptop 317,Electronics,Laptop,FitPro,4622,5960.75,Supplier 28,38
P0318,StepUp Mobile 318,Electronics,Mobile,GlowCare,10565,13144.57,Supplier 18,66
P0319,TechNova Makeup 319,Beauty,Makeup,FitPro,8925,16180.41,Supplier 21,75
P0320,StepUp Sandals 320,Footwear,Sandals,FitPro,16398,32200.35,Supplier 43,76
P0321,StepUp Shirts 321,Fashion,Shirts,UrbanWear,5170,6486.11,Supplier 31,53
P0322,GlowCare Sports Shoes 322,Footwear,Sports Shoes,UrbanWear,15607,25539.76,Supplier 29,65
P0323,DailyStyle Yoga Mat 323,Sports,Yoga Mat,StepUp,15299,25901.03,Supplier 8,64
P0324,StepUp Shirts 324,Fashion,Shirts,DailyStyle,9609,13266.71,Supplier 33,54
P0325,UrbanWear Fitness Band 325,Sports,Fitness Band,FitPro,19491,27529.01,Supplier 50,93
P0326,GlowCare Sandals 326,Footwear,Sandals,DailyStyle,2817,4073.83,Supplier 7,62
P0327,FitPro Jeans 327,Fashion,Jeans,UrbanWear,4297,6850.15,Supplier 21,39
P0328,DailyStyle Shirts 328,Fashion,Shirts,GlowCare,15380,31232.15,Supplier 30,100
P0329,UrbanWear Smart Watch 329,Electronics,Smart Watch,DailyStyle,490,749.42,Supplier 40,77
P0330,UrbanWear Smart Watch 330,Electronics,Smart Watch,DailyStyle,18950,25190.62,Supplier 19,61
P0331,FitPro Jackets 331,Fashion,Jackets,GlowCare,2617,4572.31,Supplier 6,71
P0332,GlowCare Mobile 332,Electronics,Mobile,UrbanWear,8166,17679.79,Supplier 2,46
P0333,DailyStyle Sandals 333,Footwear,Sandals,StepUp,13485,20024.36,Supplier 8,58
P0334,FitPro Makeup 334,Beauty,Makeup,StepUp,10461,22007.16,Supplier 23,32
P0335,GlowCare Smart Watch 335,Electronics,Smart Watch,GlowCare,6849,11572.23,Supplier 18,92
P0336,TechNova Yoga Mat 336,Sports,Yoga Mat,FitPro,3256,6370.33,Supplier 12,75
P0337,GlowCare Skincare 337,Beauty,Skincare,DailyStyle,1625,2784.18,Supplier 15,39
P0338,GlowCare Perfume 338,Beauty,Perfume,GlowCare,17492,22459.21,Supplier 6,81
P0339,TechNova Mobile 339,Electronics,Mobile,StepUp,4487,8454.92,Supplier 34,74
P0340,UrbanWear Smart Watch 340,Electronics,Smart Watch,FitPro,1863,3262.1,Supplier 7,85
P0341,DailyStyle Makeup 341,Beauty,Makeup,FitPro,3396,5653.17,Supplier 17,65
P0342,UrbanWear Smart Watch 342,Electronics,Smart Watch,UrbanWear,2979,5864.6,Supplier 48,79
P0343,GlowCare Running Shoes 343,Footwear,Running Shoes,DailyStyle,13176,16407.53,Supplier 20,60
P0344,GlowCare Fitness Band 344,Sports,Fitness Band,FitPro,15209,29769.4,Supplier 17,63
P0345,FitPro Running Shoes 345,Footwear,Running Shoes,TechNova,6364,8134.6,Supplier 44,33
P0346,UrbanWear Perfume 346,Beauty,Perfume,UrbanWear,887,1069.59,Supplier 11,81
P0347,DailyStyle Perfume 347,Beauty,Perfume,FitPro,13574,28081.63,Supplier 47,82
P0348,DailyStyle Smart Watch 348,Electronics,Smart Watch,DailyStyle,12120,22914.83,Supplier 26,58
P0349,UrbanWear Shirts 349,Fashion,Shirts,UrbanWear,4727,5737.99,Supplier 45,44
P0350,DailyStyle Shirts 350,Fashion,Shirts,StepUp,16065,29698.13,Supplier 28,100
P0351,GlowCare Gym Equipment 351,Sports,Gym Equipment,StepUp,3121,4684.36,Supplier 31,74
P0352,DailyStyle Shirts 352,Fashion,Shirts,DailyStyle,5742,12072.07,Supplier 29,82
P0353,StepUp Skincare 353,Beauty,Skincare,TechNova,15029,26830.17,Supplier 37,70
P0354,DailyStyle Jeans 354,Fashion,Jeans,GlowCare,558,726.89,Supplier 27,83
P0355,UrbanWear Fitness Band 355,Sports,Fitness Band,GlowCare,18463,40600.62,Supplier 26,82
P0356,UrbanWear Fitness Band 356,Sports,Fitness Band,FitPro,16287,23321.45,Supplier 2,74
P0357,DailyStyle Yoga Mat 357,Sports,Yoga Mat,GlowCare,18429,23285.24,Supplier 31,34
P0358,GlowCare Perfume 358,Beauty,Perfume,UrbanWear,11662,19222.77,Supplier 11,56
P0359,FitPro Sandals 359,Footwear,Sandals,StepUp,11567,18948.03,Supplier 38,63
P0360,TechNova Fitness Band 360,Sports,Fitness Band,DailyStyle,15650,20832.63,Supplier 46,69
P0361,StepUp Perfume 361,Beauty,Perfume,FitPro,12104,24159.25,Supplier 14,56
P0362,StepUp Jackets 362,Fashion,Jackets,StepUp,16123,21429.02,Supplier 39,82
P0363,StepUp Jeans 363,Fashion,Jeans,FitPro,16478,24777.18,Supplier 4,22
P0364,StepUp Laptop 364,Electronics,Laptop,FitPro,11999,22521.26,Supplier 3,28
P0365,UrbanWear Laptop 365,Electronics,Laptop,FitPro,4034,7332.05,Supplier 15,82
P0366,FitPro Laptop 366,Electronics,Laptop,TechNova,11940,23514.32,Supplier 10,85
P0367,GlowCare Fitness Band 367,Sports,Fitness Band,GlowCare,3712,7076.58,Supplier 49,34
P0368,UrbanWear Jackets 368,Fashion,Jackets,FitPro,3638,7361.89,Supplier 7,41
P0369,TechNova Shirts 369,Fashion,Shirts,DailyStyle,12150,16487.95,Supplier 29,84
P0370,TechNova Perfume 370,Beauty,Perfume,TechNova,3553,4811.81,Supplier 9,35
P0371,UrbanWear Sandals 371,Footwear,Sandals,StepUp,13923,27417.44,Supplier 31,63
P0372,TechNova Smart Watch 372,Electronics,Smart Watch,DailyStyle,5911,7597.02,Supplier 49,73
P0373,FitPro Smart Watch 373,Electronics,Smart Watch,GlowCare,8342,11275.14,Supplier 15,37
P0374,FitPro Makeup 374,Beauty,Makeup,DailyStyle,13712,28768.67,Supplier 24,23
P0375,FitPro Skincare 375,Beauty,Skincare,UrbanWear,625,1198.52,Supplier 6,63
P0376,GlowCare Laptop 376,Electronics,Laptop,UrbanWear,5684,9288.07,Supplier 43,39
P0377,GlowCare Gym Equipment 377,Sports,Gym Equipment,GlowCare,17332,37656.56,Supplier 44,90
P0378,UrbanWear Smart Watch 378,Electronics,Smart Watch,TechNova,10579,22313.55,Supplier 34,98
P0379,StepUp Sports Shoes 379,Footwear,Sports Shoes,FitPro,13536,22282.81,Supplier 40,99
P0380,DailyStyle Perfume 380,Beauty,Perfume,GlowCare,11613,24244.17,Supplier 50,45
P0381,GlowCare Mobile 381,Electronics,Mobile,DailyStyle,1511,2625.26,Supplier 47,36
P0382,FitPro Fitness Band 382,Sports,Fitness Band,FitPro,9603,13576.09,Supplier 20,86
P0383,FitPro Smart Watch 383,Electronics,Smart Watch,FitPro,5543,6781.43,Supplier 17,50
P0384,UrbanWear Smart Watch 384,Electronics,Smart Watch,DailyStyle,14152,30949.78,Supplier 4,67
P0385,UrbanWear Smart Watch 385,Electronics,Smart Watch,DailyStyle,16929,26315.68,Supplier 8,77
P0386,StepUp Smart Watch 386,Electronics,Smart Watch,DailyStyle,470,776.98,Supplier 38,92
P0387,TechNova Fitness Band 387,Sports,Fitness Band,DailyStyle,7962,12343.78,Supplier 46,93
P0388,StepUp Sports Shoes 388,Footwear,Sports Shoes,UrbanWear,12675,21796.77,Supplier 21,86
P0389,StepUp Gym Equipment 389,Sports,Gym Equipment,DailyStyle,12138,20080.01,Supplier 28,72
P0390,StepUp Shirts 390,Fashion,Shirts,GlowCare,2337,3797.36,Supplier 14,77
P0391,FitPro Jeans 391,Fashion,Jeans,FitPro,17544,28118.71,Supplier 50,70
P0392,GlowCare Smart Watch 392,Electronics,Smart Watch,DailyStyle,16645,30567.9,Supplier 32,73
P0393,DailyStyle Running Shoes 393,Footwear,Running Shoes,GlowCare,16873,22392.56,Supplier 9,85
P0394,UrbanWear Gym Equipment 394,Sports,Gym Equipment,DailyStyle,7267,12030.03,Supplier 11,91
P0395,TechNova Mobile 395,Electronics,Mobile,FitPro,13689,17937.19,Supplier 19,25
P0396,TechNova Gym Equipment 396,Sports,Gym Equipment,TechNova,4158,6534.16,Supplier 19,82
P0397,GlowCare Shirts 397,Fashion,Shirts,UrbanWear,4957,9833.66,Supplier 20,56
P0398,FitPro Running Shoes 398,Footwear,Running Shoes,TechNova,16316,19613.23,Supplier 5,25
P0399,GlowCare Makeup 399,Beauty,Makeup,TechNova,19078,28802.09,Supplier 25,80
P0400,GlowCare Gym Equipment 400,Sports,Gym Equipment,GlowCare,4839,8249.35,Supplier 43,77
P0401,FitPro Sports Shoes 401,Footwear,Sports Shoes,DailyStyle,10956,14125.73,Supplier 40,72
P0402,UrbanWear Skincare 402,Beauty,Skincare,DailyStyle,13256,20400.96,Supplier 29,55
P0403,DailyStyle Shirts 403,Fashion,Shirts,TechNova,1112,1970.46,Supplier 36,35
P0404,FitPro Gym Equipment 404,Sports,Gym Equipment,FitPro,6605,14234.89,Supplier 49,26
P0405,FitPro Fitness Band 405,Sports,Fitness Band,UrbanWear,6506,12690.33,Supplier 8,88
P0406,StepUp Running Shoes 406,Footwear,Running Shoes,DailyStyle,9309,18494.72,Supplier 38,76
P0407,UrbanWear Jackets 407,Fashion,Jackets,GlowCare,10799,17297.82,Supplier 2,63
P0408,FitPro Skincare 408,Beauty,Skincare,TechNova,13896,17009.5,Supplier 25,52
P0409,TechNova Shirts 409,Fashion,Shirts,StepUp,3554,6190.28,Supplier 12,52
P0410,DailyStyle Shirts 410,Fashion,Shirts,StepUp,10353,22281.36,Supplier 4,98
P0411,TechNova Mobile 411,Electronics,Mobile,GlowCare,1190,2276.83,Supplier 7,60
P0412,UrbanWear Sandals 412,Footwear,Sandals,UrbanWear,10923,15925.02,Supplier 13,50
P0413,FitPro Fitness Band 413,Sports,Fitness Band,GlowCare,8049,13626.79,Supplier 8,54
P0414,UrbanWear Jeans 414,Fashion,Jeans,GlowCare,15531,27227.72,Supplier 2,72
P0415,FitPro Running Shoes 415,Footwear,Running Shoes,DailyStyle,9119,15995.41,Supplier 7,51
P0416,GlowCare Fitness Band 416,Sports,Fitness Band,GlowCare,4414,6641.36,Supplier 6,84
P0417,StepUp Running Shoes 417,Footwear,Running Shoes,StepUp,12532,21811.19,Supplier 35,74
P0418,GlowCare Yoga Mat 418,Sports,Yoga Mat,FitPro,1669,2004.47,Supplier 19,41
P0419,TechNova Shirts 419,Fashion,Shirts,DailyStyle,16100,23720.18,Supplier 25,64
P0420,StepUp Sports Shoes 420,Footwear,Sports Shoes,DailyStyle,17022,25214.88,Supplier 35,92
P0421,UrbanWear Jeans 421,Fashion,Jeans,StepUp,3239,5167.19,Supplier 47,91
P0422,TechNova Laptop 422,Electronics,Laptop,DailyStyle,7209,13051.5,Supplier 22,53
P0423,TechNova Makeup 423,Beauty,Makeup,TechNova,8358,15564.91,Supplier 14,78
P0424,StepUp Yoga Mat 424,Sports,Yoga Mat,DailyStyle,820,1733.49,Supplier 1,97
P0425,GlowCare Skincare 425,Beauty,Skincare,FitPro,613,1147.97,Supplier 45,82
P0426,DailyStyle Perfume 426,Beauty,Perfume,DailyStyle,2959,5880.44,Supplier 5,88
P0427,TechNova Jackets 427,Fashion,Jackets,GlowCare,14887,27872.12,Supplier 39,65
P0428,TechNova Skincare 428,Beauty,Skincare,StepUp,576,763.06,Supplier 29,21
P0429,DailyStyle Sports Shoes 429,Footwear,Sports Shoes,DailyStyle,948,1856.58,Supplier 23,44
P0430,StepUp Jackets 430,Fashion,Jackets,StepUp,10234,20554.11,Supplier 32,66
P0431,DailyStyle Jeans 431,Fashion,Jeans,FitPro,16449,34617.05,Supplier 14,20
P0432,TechNova Sports Shoes 432,Footwear,Sports Shoes,FitPro,13278,17406.75,Supplier 33,83
P0433,FitPro Sports Shoes 433,Footwear,Sports Shoes,DailyStyle,6649,12366.07,Supplier 44,97
P0434,DailyStyle Gym Equipment 434,Sports,Gym Equipment,UrbanWear,2441,4364.91,Supplier 9,53
P0435,TechNova Gym Equipment 435,Sports,Gym Equipment,StepUp,17440,33640.0,Supplier 44,22
P0436,GlowCare Fitness Band 436,Sports,Fitness Band,UrbanWear,8587,16149.4,Supplier 28,26
P0437,DailyStyle Laptop 437,Electronics,Laptop,FitPro,13632,20094.05,Supplier 30,83
P0438,StepUp Smart Watch 438,Electronics,Smart Watch,UrbanWear,1724,3592.48,Supplier 18,73
P0439,StepUp Yoga Mat 439,Sports,Yoga Mat,TechNova,10662,12849.41,Supplier 6,93
P0440,GlowCare Jackets 440,Fashion,Jackets,UrbanWear,7693,16756.09,Supplier 16,45
P0441,DailyStyle Sandals 441,Footwear,Sandals,UrbanWear,10484,13239.66,Supplier 2,81
P0442,TechNova Skincare 442,Beauty,Skincare,TechNova,19716,39377.21,Supplier 16,33
P0443,TechNova Skincare 443,Beauty,Skincare,FitPro,11467,23306.88,Supplier 16,29
P0444,DailyStyle Fitness Band 444,Sports,Fitness Band,GlowCare,14669,28811.36,Supplier 38,35
P0445,DailyStyle Shirts 445,Fashion,Shirts,UrbanWear,1392,2195.73,Supplier 9,27
P0446,GlowCare Skincare 446,Beauty,Skincare,UrbanWear,10178,18429.7,Supplier 7,27
P0447,GlowCare Gym Equipment 447,Sports,Gym Equipment,UrbanWear,9963,20423.45,Supplier 40,72
P0448,GlowCare Sports Shoes 448,Footwear,Sports Shoes,GlowCare,647,1069.76,Supplier 40,99
P0449,TechNova Jeans 449,Fashion,Jeans,FitPro,1151,1903.84,Supplier 13,33
P0450,FitPro Shirts 450,Fashion,Shirts,StepUp,19802,37887.15,Supplier 37,36
P0451,DailyStyle Yoga Mat 451,Sports,Yoga Mat,FitPro,11945,19362.93,Supplier 29,43
P0452,TechNova Running Shoes 452,Footwear,Running Shoes,FitPro,1744,2198.3,Supplier 28,85
P0453,StepUp Laptop 453,Electronics,Laptop,StepUp,19425,40505.44,Supplier 31,59
P0454,UrbanWear Yoga Mat 454,Sports,Yoga Mat,FitPro,9837,15432.58,Supplier 38,38
P0455,FitPro Shirts 455,Fashion,Shirts,UrbanWear,16916,34156.51,Supplier 28,64
P0456,TechNova Running Shoes 456,Footwear,Running Shoes,StepUp,6894,13686.41,Supplier 43,80
P0457,FitPro Perfume 457,Beauty,Perfume,TechNova,11150,22879.9,Supplier 40,58
P0458,UrbanWear Makeup 458,Beauty,Makeup,GlowCare,5617,7329.33,Supplier 15,20
P0459,StepUp Sports Shoes 459,Footwear,Sports Shoes,StepUp,7845,13073.98,Supplier 31,62
P0460,UrbanWear Skincare 460,Beauty,Skincare,TechNova,13417,18572.41,Supplier 1,29
P0461,TechNova Mobile 461,Electronics,Mobile,GlowCare,18476,24299.44,Supplier 13,100
P0462,StepUp Yoga Mat 462,Sports,Yoga Mat,StepUp,1738,3780.69,Supplier 19,42
P0463,FitPro Sandals 463,Footwear,Sandals,StepUp,6010,9254.3,Supplier 12,45
P0464,UrbanWear Shirts 464,Fashion,Shirts,DailyStyle,8878,18738.34,Supplier 9,68
P0465,StepUp Jeans 465,Fashion,Jeans,TechNova,7189,10819.97,Supplier 24,41
P0466,UrbanWear Fitness Band 466,Sports,Fitness Band,UrbanWear,14512,30161.56,Supplier 10,36
P0467,TechNova Running Shoes 467,Footwear,Running Shoes,TechNova,17750,28012.97,Supplier 39,74
P0468,FitPro Running Shoes 468,Footwear,Running Shoes,TechNova,19545,27150.0,Supplier 10,61
P0469,FitPro Running Shoes 469,Footwear,Running Shoes,FitPro,9477,19644.41,Supplier 32,46
P0470,GlowCare Jeans 470,Fashion,Jeans,DailyStyle,2425,3316.03,Supplier 49,85
P0471,TechNova Laptop 471,Electronics,Laptop,DailyStyle,17303,28796.82,Supplier 24,87
P0472,FitPro Perfume 472,Beauty,Perfume,GlowCare,16513,27638.77,Supplier 41,94
P0473,GlowCare Shirts 473,Fashion,Shirts,StepUp,7493,15696.97,Supplier 26,47
P0474,TechNova Laptop 474,Electronics,Laptop,TechNova,12656,22418.46,Supplier 36,30
P0475,TechNova Running Shoes 475,Footwear,Running Shoes,StepUp,9968,16392.43,Supplier 38,25
P0476,GlowCare Perfume 476,Beauty,Perfume,GlowCare,11322,18410.73,Supplier 27,67
P0477,StepUp Makeup 477,Beauty,Makeup,GlowCare,9246,14630.6,Supplier 15,53
P0478,FitPro Jeans 478,Fashion,Jeans,FitPro,3000,4483.55,Supplier 35,30
P0479,TechNova Mobile 479,Electronics,Mobile,UrbanWear,3524,4646.7,Supplier 35,45
P0480,DailyStyle Mobile 480,Electronics,Mobile,DailyStyle,11088,16077.86,Supplier 18,44
P0481,UrbanWear Gym Equipment 481,Sports,Gym Equipment,TechNova,18097,38227.79,Supplier 19,64
P0482,UrbanWear Makeup 482,Beauty,Makeup,GlowCare,19303,37791.53,Supplier 42,85
P0483,DailyStyle Sandals 483,Footwear,Sandals,StepUp,7757,11068.67,Supplier 31,49
P0484,DailyStyle Fitness Band 484,Sports,Fitness Band,GlowCare,18408,36035.89,Supplier 22,30
P0485,DailyStyle Mobile 485,Electronics,Mobile,GlowCare,14350,28271.38,Supplier 14,76
P0486,FitPro Perfume 486,Beauty,Perfume,StepUp,1286,2025.06,Supplier 20,21
P0487,GlowCare Perfume 487,Beauty,Perfume,GlowCare,11921,18356.22,Supplier 44,71
P0488,FitPro Yoga Mat 488,Sports,Yoga Mat,UrbanWear,10984,19627.91,Supplier 9,39
P0489,GlowCare Smart Watch 489,Electronics,Smart Watch,StepUp,19104,39486.91,Supplier 26,28
P0490,TechNova Yoga Mat 490,Sports,Yoga Mat,FitPro,6471,10837.49,Supplier 29,58
P0491,StepUp Shirts 491,Fashion,Shirts,UrbanWear,3718,6970.82,Supplier 45,97
P0492,GlowCare Skincare 492,Beauty,Skincare,TechNova,6417,8977.37,Supplier 14,49
P0493,UrbanWear Smart Watch 493,Electronics,Smart Watch,TechNova,17483,22203.05,Supplier 34,21
P0494,UrbanWear Sandals 494,Footwear,Sandals,StepUp,13763,21898.38,Supplier 35,73
P0495,StepUp Perfume 495,Beauty,Perfume,StepUp,2553,4056.7,Supplier 14,59
P0496,FitPro Perfume 496,Beauty,Perfume,TechNova,15857,21546.19,Supplier 38,45
P0497,UrbanWear Fitness Band 497,Sports,Fitness Band,StepUp,15339,22631.79,Supplier 29,28
P0498,FitPro Perfume 498,Beauty,Perfume,GlowCare,8388,14476.48,Supplier 30,79
P0499,GlowCare Gym Equipment 499,Sports,Gym Equipment,TechNova,3285,4887.79,Supplier 45,58
P0500,StepUp Perfume 500,Beauty,Perfume,FitPro,6038,9751.69,Supplier 47,75
